old_keyword,new_keyword
arterial function,arterial function
arterial hypertension,arterial hypertension
arterial occlusive diseases,arterial occlusive disease
arterial pressure,arterial pressure
arterial remodeling,arterial remodeling
arterial stiffness,arterial stiffness
arteries,arteries
arteriole,arteriole
arteriosclerosis,arteriosclerosis
arteriovenous fistula,arteriovenous fistula
artery,artery
arthritis,arthritis
arthrofibrosis,arthrofibrosis
arthroplasty,arthroplasty
artificial intelligence,artificial intelligence
artificial neural network,artificial neural network
artificial sweetener,artificial sweetener
artificial sweeteners,artificial sweetener
aryl hydrocarbon receptor,aryl hydrocarbon receptor
arylesterase,arylesterase
as,as
ascorbic acid,ascorbic acid
asd,autism spectrum disorder
asia,asia
asian,asian
asian americans,asian american
asian indians,asian indian
asia-pacific,asia-pacific
a-sma,a-sma
aspalathin,aspalathin
aspalathus linearis,aspalathus linearis
aspartame,aspartame
aspartate aminotransferase,aspartate aminotransferase
asphyxia,asphyxia
aspiration,aspiration
aspirin,aspirin
aspirin resistance,aspirin resistance
assay,assay
assessment,assessment
assisted reproduction,assisted reproduction
assisted reproductive technology,assisted reproductive technology
associated factors,associated factor
associated risk factors,associated risk factor
association,association
association analysis,association analysis
association study,association study
associative learning,associative learning
ast,aspartate aminotransferase
astaxanthin,astaxanthin
asteraceae,asteraceae
asthma,asthma
asthma control,asthma control
asthma epidemiology,asthma epidemiology
asthma exacerbation,asthma exacerbation
asthma risk factors,asthma risk factors
astragali radix,astragali radix
astrocyte,astrocyte
asymmetric dimethylarginine,asymmetric dimethylarginine
asymmetric paternalism,asymmetric paternalism
asymptomatic,asymptomatic
asynchronous,asynchronous
at risk for overweight,at risk for overweight
atelerix albiventris,atelerix albiventris
atenolol,atenolol
atgl,adipose triglyceride lipase
atherogenesis,atherogenesis
atherogenic diet,atherogenic diet
atherogenic dyslipidemia,atherogenic dyslipidemia
atherogenic index,atherogenic index
atheromatosis,atheromatosis
atherosclerosis,atherosclerosis
atherosclerotic disease,atherosclerotic disease
atherosclerotic plaque,atherosclerotic plaque
atherothrombosis,atherothrombosis
athlete,athlete
athletic performance,athletic performance
athletics,athletics
atkins,atkins
atkins diet,atkins diet
a-tocopherol,a-tocopherol
atopic,atopic
atopic dermatitis,atopic dermatitis
atopy,atopy
atorvastatin,atorvastatin
atp,atp
atp binding cassette g5,atp binding cassette g5
atp binding cassette g8,atp binding cassette g8
atp binding cassette transporter a1,atp binding cassette transporter a1
atp iii,atp 3
atractylodes lancea,atractylodes lancea
atractylodin,atractylodin
atrial fibrillation,atrial fibrillation
atrial natriuretic factor,atrial natriuretic factor
atrial natriuretic peptide,atrial natriuretic peptide
attachment,attachment
attempted restraint,attempted restraint
attendance,attendance
attention,attention
attention bias,attention bias
attention deficit disorder,attention deficit disorder
attention deficit hyperactivity disorder,attention deficit hyperactivity disorder
attention economics,attention economics
attention gating,attention gating
attention modification program,attention modification program
attentional bias,attentional bias
attentional processing,attentional processing
attention-deficit/hyperactivity disorder,attention-deficit/hyperactivity disorder
attentive behaviors,attentive behavior
attitude,attitude
attitude discrepancy,attitude discrepancy
attitudes,attitude
attitudes change,attitudes change
attitudes to advertising,attitudes to advertising
attitudes toward obese persons scale,attitudes toward obese persons scale
attraction effect,attraction effect
attractiveness,attractiveness
attractor networks,attractor network
attributable fraction,attributable fraction
attributable risk,attributable risk
attribution,attribution
attribution theory,attribution theory
attrition,attrition
atypia,atypia
atypical,atypical
atypical anorexia nervosa,atypical anorexia nervosa
atypical antipsychotics,atypical antipsychotics
atypical depression,atypical depression
auc,auc
audit,audit
augmentation,augmentation
augmentation index,augmentation index
augmentation therapy with alpha-i antitrypsin,augmentation therapy with alpha-1 antitrypsin
augmented renal clearance,augmented renal clearance
auricular point sticking,auricular point sticking
auricularia auricula-judae,auricularia auricula-judae
aurora kinase inhibitor,aurora kinase inhibitor
ausdiab,ausdiab
australasia,australasia
australia,australia
authoritative feeding,authoritative feeding
authority,authority
autism,autism
autism spectrum disorder,autism spectrum disorder
autoantibodies,autoantibodies
autoimmune,autoimmune
autoimmune diabetes,autoimmune diabetes
autoimmune disease,autoimmune disease
autoimmunity,autoimmunity
automated,automated
automatic chest compressions,automatic chest compressions
automatic nervous system,automatic nervous system
autonomic,autonomic
autonomic balance,autonomic balance
autonomic dysfunction,autonomic dysfunction
autonomic dysregulation,autonomic dysregulation
autonomic function,autonomic function
autonomic imbalance,autonomic imbalance
autonomic modulation,autonomic modulation
autonomic nervous system,autonomic nervous system
autonomic reflexes,autonomic reflexes
autonomous motivation,autonomous motivation
autonomy,autonomy
autonomy support,autonomy support
autophagy,autophagy
autopsy,autopsy
autoradiography,autoradiography
autosomal recessive inheritance,autosomal recessive inheritance
auxology,auxology
availability,availability
avatar,avatar
avon longitudinal study of parents and children,avon longitudinal study of parents and children
awake intubation,awake intubation
awareness,awareness
awl,awl
azide-alkyne click chemistry,azide-alkyne click chemistry
azido-fatty acid,azido-fatty acid
b vitamins,b vitamins
b6cg-lepob,b6cg-lepob
b6v-lepob,b6v-lepob
baboon,baboon
baby boomers,baby boomers
bacillus subtilis,bacillus subtilis
back pain,back pain
bacteria,bacteria
bacterial overgrowth,bacterial overgrowth
bacterial translocation,bacterial translocation
bacteroides,bacteroides
bacteroidetes,bacteroidetes
bad science,bad science
badge,badge
bagua,bagua
bahrain,bahrain
bakery products,bakery product
balance,balance
balanced diet,balanced diet
balearic islands,balearic island
balloon,balloon
balloon dilation,balloon dilation
baltimore city,baltimore city
band,band
band erosion,band erosion
band failure,band failure
band migration,band migration
band removal,band removal
band slippage,band slippage
banded gastric bypass,banded gastric bypass
banding,banding
bangladesh,bangladesh
bardet-biedl syndrome,bardet-biedl syndrome
bardoxolone methyl,bardoxolone methyl
bariatric,bariatric
bariatric analysis and reporting outcome system,bariatric analysis and reporting outcome system
bariatric analysis and reporting result system,bariatric analysis and reporting outcome system
bariatric endoscopy,bariatric endoscopy
bariatric metabolic surgery,bariatric metabolic surgery
bariatric patients,bariatric patients
bariatric psychology,bariatric psychology
bariatric surgery,bariatric surgery
bariatric surgery candidates,bariatric surgery candidates
bariatric surgery complications,bariatric surgery complications
bariatrics,bariatrics
bariatricsurgery,bariatric surgery
barker hypothesis,barker hypothesis
barley,barley
barley-glucans,barley-glucans
baroreceptor,baroreceptor
baroreflex,baroreflex
baroreflex sensitivity,baroreflex sensitivity
baros,baros
barratt impulsiveness scale,barratt impulsiveness scale
barrett esophagus,barrett esophagus
barrett oesophagus,barrett oesophagus
barrier,barrier
barriers,barrier
barriers to healthcare,barriers to healthcare
barriers to healthy eating,barriers to healthy eating
basal energy expenditure,basal energy expenditure
basal ganglia,basal ganglia
basal impedance,basal impedance
basal insulin,basal insulin
basal metabolic rate,basal metabolic rate
baseball,baseball
baseline bmi,baseline bmi
basic protocol,basic protocol
basketball,basketball
bat,bat
bayesian,bayesian
bayesian analysis,bayesian analysis
bayesian networks,bayesian networks
bcaa,bcaa
bcatm,bcatm
bcl-2,bcl-2
bdi,beck depression inventory
bdnf,brain derived neurotrophic factor
bdnf gene,brain derived neurotrophic factor
beans,beans
beauty,beauty
beauty ideal internalization,beauty ideal internalization
beck depression inventory,beck depression inventory
bed,bed
bed-making tasks,bed-making tasks
beef,beef
behavior,behavior
behavior change,behavior change
behavior change techniques,behavior change techniques
behavior mapping,behavior mapping
behavior modification,behavior modification
behavior theories,behavior theories
behavior therapy,behavior therapy
behavioral,behavioral
behavioral activation,behavioral activation
behavioral approaches,behavioral approaches
behavioral comorbidities,behavioral comorbidities
behavioral concordance,behavioral concordance
behavioral economics,behavioral economics
behavioral health,behavioral health
behavioral immune system,behavioral immune system
behavioral intervention,behavioral intervention
behavioral interventions,behavioral intervention
behavioral maintenance,behavioral maintenance
behavioral medicine,behavioral medicine
behavioral modification,behavioral modification
behavioral problems,behavioral problems
behavioral regulation,behavioral regulation
behavioral research,behavioral research
behavioral risk factor surveillance system,behavioral risk factor surveillance system
behavioral risk factor survey,behavioral risk factor survey
behavioral risk factors,behavioral risk factors
behavioral science,behavioral science
behavioral sciences,behavioral science
behavioral strategies,behavioral strategy
behavioral theory,behavioral theory
behavioral therapy,behavioral therapy
behavioral treatment,behavioral treatment
behavioral weight loss,behavioral weight loss
behavioral weight loss treatment,behavioral weight loss treatment
behaviour,behaviour
behaviour change,behaviour change
behaviour intervention,behaviour intervention
behaviour modification,behaviour modification
behaviour problem,behaviour problem
behaviour therapy,behavioral therapy
behaviour weigrowth hormonet loss,behaviour weigrowth hormonet loss
behavioural,behaviour
behavioural change,behavioral change
behavioural determinants,behavioral determinants
behavioural economics,behavioral economics
behavioural intervention,behaviour intervention
behavioural mechanisms,behavioral mechanism
behavioural modification,behavioral modification
behavioural risk factors,behavioral risk factors
behavioural strategies,behavioral strategy
beige adipocyte,beige adipocyte
beige adipose,beige adipose
beige adipose tissue,beige adipose tissue
beige fat,beige fat
belgium,belgium
beliefs,beliefs
bella study,bella study
bench press,bench press
benefits,benefits
benign intracranial hypertension,benign intracranial hypertension
benign prostatic hyperplasia,benign prostatic hyperplasia
benign symmetric lipomatosis,benign symmetric lipomatosis
benzimidazole,benzimidazole
benzomorpholine,benzomorpholine
benzoxazaphosphinamides,benzoxazaphosphinamides
benzylamine,benzylamine
berberine,berberine
berlin questionnaire,berlin questionnaire
berries,berries
best-worst discrete choice experiment,best-worst discrete choice experiment
beta,beta
beta adrenergic receptor,beta adrenergic receptor
beta cell,beta cell
beta cell function,beta cell function
beta cell regeneration,beta cell regeneration
beta cells,beta cell
beta2-adrenergic receptor,beta2-adrenergic receptor
beta-blockers,beta-blockers
beta-cell,beta-cell
beta-cell funct scanion,beta-cell funct scanion
beta-cell function,beta-cell function
betahistine,betahistine
betaine,betaine
betaines,betaines
beta-oxidation,beta-oxidation
betatrophin,betatrophin
betel quid,betel quid
betula alnoides,betula alnoides
betulaceae,betulaceae
bevacizumab,bevacizumab
beverage,beverage
beverage consumption,beverage consumption
beverage industry,beverage industry
bezafibrate,bezafibrate
bhutanese refugees,bhutanese refugees
bia,bioelectrical impedance analysis
bias,bias
biased signaling,biased signaling
bib,bibliometrics
bibliometrics,bibliometrics
bicycle environments,bicycle environment
bicycling,bicycling
bicyclol,bicyclol
bidentate inhibitors,bidentate inhibitor
bidentate ligand,bidentate ligand
bifeprunox,bifeprunox
bifidobacteria,bifidobacteria
bifidobacterium,bifidobacterium
bifidobacterium longum,bifidobacterium longum
big data,big data
big five,big five
biggest loser,biggest loser
biguanides,biguanides
bile,bile
bile acid,bile acid
bile acids,bile acid
biliary dyskinesia,biliary dyskinesia
biliary toxicity,biliary toxicity
biliary tract cancer,biliary tract cancer
bilio-intestinal bypass,biliointestinal bypass
biliopancreatic bypass,biliopancreatic bypass
biliopancreatic diversion,biliopancreatic diversion
biliopancreatic diversion surgery,biliopancreatic diversion surgery
biliopancreatic diversion with duodenal switch,biliopancreatic diversion with duodenal switch
bilirubin,bilirubin
binational data,binational data
binding kinetics,binding kinetics
binge drinking,binge drinking
binge eating,binge eating
binge eating disorder,binge eating disorder
binge eating scale,binge eating scale
bioactive compound testing,bioactive compound testing
bioactive compounds,bioactive compound
bioactive factors,bioactive factor
bioactive food components,bioactive food component
bioactive peptides,bioactive peptides
bioactives,bioactives
bioavailability,bioavailability
bioavailable testosterone,bioavailable testosterone
biobank,biobank
biochemical parameters,biochemical parameter
