id,new_keyword,old_keyword
681,alzheimer pathology,alzheimer pathology
682,alzheimer precursor protein a4,alzheimer precursor protein a4
683,ambient recording,ambient recording
684,ambient temperature,ambient temperature
685,ambiguus,ambiguus
686,amblyopia,amblyopia
687,ambulant monitoring,ambulant monitoring
688,ambulatory,ambulatory
689,ambulatory anesthesia,ambulatory anesthesia
690,ambulatory arterial stiffness index,ambulatory arterial stiffness index
691,ambulatory blood pressure,ambulatory blood pressure
692,ambulatory blood pressure monitoring,ambulatory blood pressure measurement
692,ambulatory blood pressure monitoring,ambulatory blood pressure measurements
692,ambulatory blood pressure monitoring,ambulatory blood pressure monitoring
692,ambulatory blood pressure monitoring,ambulatory blood pressure monitorisation
692,ambulatory blood pressure monitoring,ambulatory bp monitoring
693,ambulatory care,ambulatory care
694,ambulatory care facility,ambulatory care facilities
695,ambulatory cassette eeg,ambulatory cassette eeg
696,ambulatory clinic,ambulatory clinic
697,ambulatory device,ambulatory device
698,ambulatory diagnosis,ambulatory diagnosis
699,ambulatory ecg,ambulatory ecg
699,ambulatory ecg,ambulatory electrocardiography
700,ambulatory ecg monitoring,ambulatory ecg monitoring
700,ambulatory ecg monitoring,ambulatory ecgmonitoring
700,ambulatory ecg monitoring,ambulatory electrocardiogram monitoring
701,ambulatory equipment,ambulatory equipment
702,ambulatory model,ambulatory model
703,ambulatory monitoring,ambulatory monitoring
703,ambulatory monitoring,ambulatory monitorization
703,ambulatory monitoring,ambulatory monitors
704,ambulatory polygraphy,ambulatory polygraphy
705,ambulatory polysomnography,ambulatory polysomnography
706,ambulatory programme,ambulatory programme
707,ambulatory recording,ambulatory recording
708,ambulatory recording unit,ambulatory recording units
709,ambulatory sleep recording,ambulatory sleep recordings
710,ambulatory sleep study,ambulatory sleep studies
710,ambulatory sleep study,ambulatory sleep study
711,ambulatory surgery,ambulatory surgery
711,ambulatory surgery,ambulatory surgical procedures
712,ambulatory surgery center,ambulatory surgery center
713,ambulatory testing,ambulatory testing
714,amea,amea
715,amenorrhea,amenorrhea
716,american academy of sleep medicine standard,american academy of sleep medicine standard
717,american indian,american indian
718,american sleep disorder association,american sleep disorders association
719,american society for metabolic and bariatric surgery,american society for metabolic and bariatric surgery
719,american society for metabolic and bariatric surgery,asmbs
720,american society of anesthesiologists status,american society of anesthesiologists status
721,ami,ami
722,amidated peptides,-amidated peptides
723,amino acid,amino acid
723,amino acid,amino acids
724,aminophylline,aminophylline
725,amiodarone,amiodarone
726,amitriptyline,amitriptyline
727,amlodipine,amlodipine
728,ammonia,ammonia
729,amnesia,amnesia
730,amnesia and sleep,amnesia and sleep
731,amnesia/chemically induced,amnesia/chemically induced
732,amniotic fluid embolus,amniotic fluid embolus
733,amorphous ferromagnetic material,amorphous ferromagnetic materials
734,ampa,ampa
735,ampakine,ampakine
736,amphetamine,amphetamine
737,amphibology,amphibology
738,amplifier,amplifiers
739,amplitude modulation,amplitude modulation
740,amplitude of low-frequency fluctuation,amplitude of low-frequency fluctuation
741,amplitude-integrated eeg,amplitude-integrated eeg
742,amygdala,amygdala
743,amygdalectomy,amygdalectomy
744,amygdalitis,amygdalitis
745,amylase,amylase
746,amyloid,amyloid
746,amyloid,amyloid
747,amyloid beta,amyloid beta
748,amyloid peptide,amyloid- peptide
749,amyloid precursor protein,amyloid precursor protein
750,amyloid protein,-amyloid protein
751,amyloidoma,amyloidoma
752,amyloidosis,amyloidosis
753,amyotrophic lateral sclerosis,amyotrophic lateral sclerosis
754,anabolic agent,anabolic agents
755,anaemia,anaemia
756,anaerobic,anaerobic
757,anaerobic metabolism,anaerobic metabolism
758,anaerobic threshold,anaerobic threshold
759,anaesthesia,anaesthesia
760,anaesthesia complication,anaesthesia complications
761,anaesthesia day-case,anaesthesia day-case
762,anaesthesia epidural,anaesthesia epidural
763,anaesthesia for morbid obesity,anaesthesia for morbid obesity
764,anaesthesia general,anaesthesia general
765,anaesthesia tonsillectomy,anaesthesia tonsillectomy
766,anaesthesiologist,anaesthesiologist
767,anaesthetic management,anaesthetic management
768,anaesthetic technique,anaesthetic techniques
769,anaesthetic techniques epidural,anaesthetic techniques epidural
770,analgesia,analgesia
771,analgesia patient-controlled,analgesia patient-controlled
772,analgesia postoperative,analgesia postoperative
773,analgesic,analgesic
773,analgesic,analgesics
775,analgesic morphine,analgesics morphine
776,analgesic opioid,analgesics opioid
774,analgesic requirement,analgesic requirement
778,analog,analogs
777,analog integrated circuit,analog integrated circuits
779,analysis,analysis
780,analysis of eeg signal,analysis of eeg signals
781,analysis of variance,analysis of variance
782,analysis software,analysis software
783,analytic signal,analytic signal
784,anandamide,anandamide
785,anasarca,anasarca
786,anastomosis,anastomosis
787,anastomotic dehiscence,anastomotic dehiscence
788,anastomotic leak,anastomotic leak
788,anastomotic leak,anastomotic leaks
789,anastomotic stricture,anastomotic strictures
790,anastomotic ulcer,anastomotic ulcer
791,anatomic variation,anatomic variation
792,anatomical anomaly,anatomical abnormalities
793,anatomical anomaly of the oropharynx,anatomical abnormalities of the oropharynx
794,anatomical dead space,anatomical dead space
795,anatomical mri,anatomical mri
796,anatomical optical coherence tomography,anatomical optical coherence tomography
797,anatomy,anatomy
798,ancestry-informative marker,ancestry-informative markers
803,andante,andante
804,andean,andean
805,androgen,androgen
805,androgen,androgens
805,androgen,anfrogens
806,androgen deficiency,androgen deficiency
806,androgen deficiency,androgenic deficiency
807,androgen therapy,androgen therapy
808,android,android
809,andropause,andropause
810,androstenedione,androstenedione
811,anemia,anemia
812,anesthesia,anesthesia
813,anesthesia arterial blood pressure,anesthesia arterial blood pressure
814,anesthesia depth,anesthesia depth
815,anesthesia general,anesthesia general
816,anesthesia induction,anesthesia induction
817,anesthesia pediatric,anesthesia pediatric
818,anesthesia risk,anesthesia risk
819,anesthesiologist,anesthesiologist
820,anesthetic,anesthestics
820,anesthetic,anesthetics
821,anesthetic complication,anesthetic complications
822,anesthetic risk,anesthetic risk
823,anesthetic technique,anesthetic technique
824,aneurysm,aneurysm
825,ang,ang-
826,ang ii type 1 receptor,ang ii type 1 receptor
827,angelman syndrome,angelman syndrome
828,anger,anger
829,angi,angii
830,angina,angina
831,angina pectoris,angina pectoris
832,anginosus,anginosus
833,angioedema,angioedema
834,angiofibroma,angiofibroma
835,angiogenesis,angiogenesis
836,angiogenesis inhibitor,angiogenesis inhibitors
837,angiography,angiography
838,angiolipoma,angiolipoma
839,angiomyxoma,angiomyxoma
840,angioplasty,angioplasty
841,angiopoietin like protein 4,angiopoietin like protein 4
842,angiotensin,angiotensin
842,angiotensin,angiotensin-
847,angiotensin 1 converting enzyme,angiotensin i -converting enzyme
847,angiotensin 1 converting enzyme,angiotensin-1 converting enzyme
843,angiotensin 1 receptor,angiotensin 1 receptor
844,angiotensin 1-7,angiotensin 1-7
848,angiotensin 2,angiotensin ii
849,angiotensin 2 receptor antagonist,angiotensin ii receptor antagonists
845,angiotensin converting enzyme,angiotensin-converting enzyme
845,angiotensin converting enzyme,angiotensin converting enzyme
851,angiotensin converting enzyme gene,angiotensin-converting enzyme gene
846,angiotensin converting enzyme polymorphism,angiotensin-converting enzyme polymorphism
846,angiotensin converting enzyme polymorphism,angiotensin converting enzyme polymorphism
850,angiotensin receptor,angiotensin receptor
1076,angiotensin receptor blocker,arb
1216,angiotensin receptor subtype 1a,at1ar
852,angiotensinconverting enzyme serum activity,angiotensin-converting enzyme serum activity
853,angle class 2,angle class ii
854,animal,animal
854,animal,animals
855,animal model,animal model
855,animal model,animal models
856,animals at high altitude,animals at high altitude
857,anisotropy,anisotropy
858,ankaferd blood stopper,ankaferd blood stopper
859,ankle-brachial index,ankle-brachial index
860,ankyloglossia with deviation of the epiglottis and larynx,ankyloglossia with deviation of the epiglottis and larynx
861,ankylosing spondylitis,ankylosing spondylitis
862,ankylosis,ankylosis
863,ann,ann
864,annotated breath sigh,annotated breath sigh
162,anomaly,abnormalities
865,anova,anova
866,anovulation,anovulation
867,anoxemia,anoxemia
868,anoxia,anoxia
869,anoxic brain injury,anoxic brain injury
870,anoxic cerebral seizure,anoxic cerebral seizure
871,anp,anp
872,ans,ans
873,ans dysregulation,ans dysregulation
874,antagonist,antagonist
875,antagonists benzodiazepine,antagonists benzodiazepine
876,antarctica,antarctica
877,antecolic,antecolic
878,antenatal care,antenatal care
879,anterior cervical fusion,anterior cervical fusion
880,anterior cervical osteophytes,anterior cervical osteophytes
881,anterior cingulate,anterior cingulate
882,anterior cranial fossa,anterior cranial fossa
883,anterior cricoid suspension,anterior cricoid suspension
884,anterior insula,anterior insula
885,anterior ischemic optic neuropathy/physiopathology,anterior ischemic optic neuropathy/physiopathology
886,anterior ischemic optic neuropathy/prevention and control,anterior ischemic optic neuropathy/prevention and control
887,anterior mandibular positioning device,anterior mandibular positioning device
888,anterior open bite,anterior open bite
889,anterior palatoplasty,anterior palatoplasty
890,anterior rhinomanometry,anterior rhinomanometer
890,anterior rhinomanometry,anterior rhinomanometry
891,anterior segment,anterior segment
892,anterior spondylophytes,anterior spondylophytes
893,anterior thalamus,anterior thalamus
894,anterior tibialis,anterior tibialis
895,anterior tracheal wall suspension,anterior tracheal wall suspension
896,anthrompometry,anthrompometry
897,anthropometric aspect,anthropometric aspects
898,anthropometric data,anthropometric data
899,anthropometric feature,anthropometric features
900,anthropometric index,anthropometric index
901,anthropometric measurement,anthropometric measurements
901,anthropometric measurement,anthropometric measures
902,anthropometry,anthropometry
903,anthypertensive agent,anthypertensive agents
904,antiandrogen,antiandrogens
905,antiarrhythmia agent,antiarrhythmia agents
946,antiarrhythmic agent,anti-rhythmic agents
906,antiarrhythmic drug,antiarrhythmic drugs
947,antiarrhythmic therapy,anti-rhythmic therapy
907,antibiotic,antibiotics
907,antibiotic,antibiotic
908,antibiotic susceptibility,antibiotic susceptibility
909,anticipatory anxiety,anticipatory anxiety
910,anticoagulant oral therapy,anticoagulant oral therapy
911,anticoagulation,anticoagulation
912,anticonvulsant,anticonvulsants
913,anticyclic modulated ventilation,anticyclic modulated ventilation
914,antidepressant,antidepressant
914,antidepressant,antidepressant drugs
914,antidepressant,antidepressants
915,antidiuretic hormone,antidiuretic hormone
916,antidromic activation,antidromic activation
917,antiepileptic drug,antiepileptic drugs
917,antiepileptic drug,anti-epileptic drugs
917,antiepileptic drug,antiepileptic medications
917,antiepileptic drug,antiepileptics
918,antifactor xa activity,antifactor xa activity
919,antifungal agent,antifungal agents
920,antihistamine,antihistamines
920,antihistamine,antihistaminics
921,anti-hu antibody,anti-hu antibodies
922,antihypertensive agent,antihypertensive agents
922,antihypertensive agent,antihypertensives
923,antihypertensive agent / administration  dosage,antihypertensive agents / administration  dosage
924,antihypertensive agent / therapeutic use  dosage,antihypertensive agents / therapeutic use  dosage
926,antihypertensive drug,antihypertensive drugs
926,antihypertensive drug,antihypertensive medication
928,antihypertensive oxygen,antihypertensives oxygen
925,antihypertensive therapy,antihypertensive drug therapy
925,antihypertensive therapy,antihypertensive therapy
927,antihypertensive treatment,antihypertensive treatment
929,anti-inflammatory,anti-inflammation
929,anti-inflammatory,anti-inflammatories
929,anti-inflammatory,antiinflammatory
929,anti-inflammatory,anti-inflammatory
930,antileukotriene,antileukotrienes
931,anti-musk antibody,anti-musk antibody
932,anti-obesity,anti-obesity
932,anti-obesity,antiobesity drugs
933,antioxidant,antioxidant
933,antioxidant,anti-oxidant
933,antioxidant,antioxidants
933,antioxidant,anti-oxidation
933,antioxidant,antioxidative
940,antioxidant and ursodeoxycholic acid,antioxidants and ursodeoxycholic acid
934,antioxidant capacity,antioxidant capacity
935,antioxidant enzyme,antioxidant enzymes
936,antioxidant potential,antioxidant potential
937,antioxidant property,antioxidant properties
938,antioxidant protection,antioxidant protection
939,antioxidant status,antioxidant status
