old_keyword,new_keyword,id
anxiety-like,anxiety-like,686
anxiolytic,anxiolytic,687
aorta,aorta,688
aortic aneurysm,aortic aneurysm,689
aortic blood pressure,aortic blood pressure,690
aortic calcification,aortic calcification,691
aortic stenosis,aortic stenosis,692
aortic stiffness,aortic stiffness,693
aortic valve stenosis,aortic valve stenosis,694
apelin,apelin,695
apium graveolens,apium graveolen,696
apnea,apnea,697
apnea-hypopnea index,apnea hypopnea index,698
apob,apob,699
apob gene,apob gene,700
apob secretion,apob secretion,701
apob48,apob48,702
apoe,apoe,703
apoe -/- mice,apoe -/- mice,704
apoe3knock-in mice,apoe3knock-in mice,705
apolipoprotein,apolipoprotein,706
apolipoproteins,apolipoprotein,706
apolipoproteins a,apolipoprotein a,707
apolipoprotein a1,apolipoprotein a1,708
apolipoprotein a-i,apolipoprotein a1,708
apolipoprotein a-i mimetic peptides,apolipoprotein a1 mimetic peptides,709
apolipoprotein a-ii,apolipoprotein a1 mimetic peptides,709
apolipoprotein a-v,apolipoprotein a5,710
apoa5,apolipoprotein a5,710
apolipoproteins b,apolipoprotein b,711
apolipoprotein b,apolipoprotein b,711
apolipoprotein b-100,apolipoprotein b100,712
apolipoprotein b-48,apolipoprotein b48,713
apolipoprotein c-ii,apolipoprotein c2,714
apolipoprotein c-iii,apolipoprotein c3,715
apolipoprotein c3,apolipoprotein c3,715
apolipoprotein e,apolipoprotein e,716
apolipoproteins e,apolipoprotein e,716
apolipoprotein e polymorphism,apolipoprotein e polymorphism,717
apoptosis,apoptosis,718
aporphine alkaloids,aporphine alkaloid,719
appalachia,appalachia,720
apparent health,apparent health,721
appearance,appearance,722
appearance criticism,appearance criticism,723
appearance-based social anxiety,appearance-based social anxiety,724
appendectomy,appendectomy,725
appendicitis,appendicitis,726
appetite,appetite,727
appetite control,appetite control,728
appetite hormones,appetite hormone,729
appetitive hormones,appetite hormone,729
appetite profile,appetite profile,730
appetite regulation,appetite regulation,731
appetite sensations,appetite sensation,732
appetite suppressant,appetite suppressant,733
appetite suppression,appetite suppression,734
appetite traits,appetite trait,735
appetite-regulating hormones,appetite-regulating hormone,736
appetition,appetition,737
appetitive conditioning,appetitive conditioning,738
appl1,appl1,739
apple,apple,740
apple cultivars,apple cultivar,741
apple juice,apple juice,742
approach,approach,743
apr,apr,744
a-prori,a-prori,745
aquaculture,aquaculture,746
aquaporins,aquaporins,747
arab,arab,748
arab region,arab region,749
arab world,arab world,750
arabinoxylans,arabinoxylans,751
arachidonate 5-lo,arachidonate 5-lo,752
arachidonic acid,arachidonic acid,753
arb,arb,754
arctic,arctic,755
arcuate nucleuropes,arcuate nucleuropes,756
arcuate nucleus,arcuate nucleus,757
ares,ares,758
argatroban,argatroban,759
argentina,argentina,760
arginase,arginase,761
arginine,arginine,762
arginyl-fructose,arginyl-fructose,763
argon plasma coagulation,argon plasma coagulation,764
arg-pyrimidine,arg-pyrimidine,765
aric,aric,766
aripiprazole,aripiprazole,767
arm circumference,arm circumference,768
army,army,769
aroclor 1260,aroclor 1260,770
aromatase,aromatase,771
arousal,arousal,772
arousal from sleep,arousal from sleep,773
array cgh,array cgh,774
arrhythmia,arrhythmia,775
arrhythmias,arrhythmia,775
arsenic,arsenic,776
arsenic resistance,arsenic resistance,777
art,art,778
artemisia scoparia waldst et kit,artemisia scoparia waldst et kit,779
arterial blood pressure,arterial blood pressure,780
arterial compliance,arterial compliance,781
arterial function,arterial function,782
arterial hypertension,arterial hypertension,783
arterial occlusive diseases,arterial occlusive disease,784
arterial pressure,arterial pressure,785
arterial remodeling,arterial remodeling,786
arterial stiffness,arterial stiffness,787
arteries,arteries,788
arteriole,arteriole,789
arteriosclerosis,arteriosclerosis,790
arteriovenous fistula,arteriovenous fistula,791
artery,artery,792
arthritis,arthritis,793
arthrofibrosis,arthrofibrosis,794
arthroplasty,arthroplasty,795
artificial intelligence,artificial intelligence,796
artificial neural network,artificial neural network,797
artificial sweetener,artificial sweetener,798
artificial sweeteners,artificial sweetener,798
aryl hydrocarbon receptor,aryl hydrocarbon receptor,799
arylesterase,arylesterase,800
as,as,801
ascorbic acid,ascorbic acid,802
asia,asia,803
asian,asian,804
asian americans,asian american,805
asian indians,asian indian,806
asia-pacific,asia-pacific,807
a-sma,a-sma,808
aspalathin,aspalathin,809
aspalathus linearis,aspalathus linearis,810
aspartame,aspartame,811
aspartate aminotransferase,aspartate aminotransferase,812
ast,aspartate aminotransferase,812
asphyxia,asphyxia,813
aspiration,aspiration,814
aspirin,aspirin,815
aspirin resistance,aspirin resistance,816
assay,assay,817
assessment,assessment,818
assisted reproduction,assisted reproduction,819
assisted reproductive technology,assisted reproductive technology,820
associated factors,associated factor,821
associated risk factors,associated risk factor,822
association,association,823
association analysis,association analysis,824
association study,association study,825
associative learning,associative learning,826
astaxanthin,astaxanthin,827
asteraceae,asteraceae,828
asthma,asthma,829
asthma control,asthma control,830
asthma epidemiology,asthma epidemiology,831
asthma exacerbation,asthma exacerbation,832
asthma risk factors,asthma risk factors,833
astragali radix,astragali radix,834
astrocyte,astrocyte,835
asymmetric dimethylarginine,asymmetric dimethylarginine,836
adma,asymmetric dimethylarginine,836
asymmetric paternalism,asymmetric paternalism,837
asymptomatic,asymptomatic,838
asynchronous,asynchronous,839
at risk for overweight,at risk for overweight,840
atelerix albiventris,atelerix albiventris,841
atenolol,atenolol,842
atherogenesis,atherogenesis,843
atherogenic diet,atherogenic diet,844
atherogenic dyslipidemia,atherogenic dyslipidemia,845
atherogenic index,atherogenic index,846
atheromatosis,atheromatosis,847
atherosclerosis,atherosclerosis,848
atherosclerotic disease,atherosclerotic disease,849
atherosclerotic plaque,atherosclerotic plaque,850
atherothrombosis,atherothrombosis,851
athlete,athlete,852
athletic performance,athletic performance,853
athletics,athletics,854
atkins,atkins,855
atkins diet,atkins diet,856
a-tocopherol,a-tocopherol,857
atopic,atopic,858
atopic dermatitis,atopic dermatitis,859
atopy,atopy,860
atorvastatin,atorvastatin,861
atp,atp,862
atp iii,atp 3,863
atp binding cassette g5,atp binding cassette g5,864
atp binding cassette g8,atp binding cassette g8,865
atp binding cassette transporter a1,atp binding cassette transporter a1,866
abca1,atp binding cassette transporter a1,866
atractylodes lancea,atractylodes lancea,867
atractylodin,atractylodin,868
atrial fibrillation,atrial fibrillation,869
atrial natriuretic factor,atrial natriuretic factor,870
atrial natriuretic peptide,atrial natriuretic peptide,871
attachment,attachment,872
attempted restraint,attempted restraint,873
attendance,attendance,874
attention,attention,875
attention bias,attention bias,876
attention deficit disorder,attention deficit disorder,877
attention deficit hyperactivity disorder,attention deficit hyperactivity disorder,878
adhd,attention deficit hyperactivity disorder,878
attention economics,attention economics,879
attention gating,attention gating,880
attention modification program,attention modification program,881
attentional bias,attentional bias,882
attentional processing,attentional processing,883
attention-deficit/hyperactivity disorder,attention-deficit/hyperactivity disorder,884
attentive behaviors,attentive behavior,885
attitude,attitude,886
attitudes,attitude,886
attitude discrepancy,attitude discrepancy,887
attitudes change,attitudes change,888
attitudes to advertising,attitudes to advertising,889
attitudes toward obese persons scale,attitudes toward obese persons scale,890
attraction effect,attraction effect,891
attractiveness,attractiveness,892
attractor networks,attractor network,893
attributable fraction,attributable fraction,894
attributable risk,attributable risk,895
attribution,attribution,896
attribution theory,attribution theory,897
attrition,attrition,898
atypia,atypia,899
atypical,atypical,900
atypical anorexia nervosa,atypical anorexia nervosa,901
atypical antipsychotics,atypical antipsychotics,902
atypical depression,atypical depression,903
auc,auc,904
audit,audit,905
augmentation,augmentation,906
augmentation index,augmentation index,907
aix,augmentation index,907
augmentation therapy with alpha-i antitrypsin,augmentation therapy with alpha-1 antitrypsin,908
augmented renal clearance,augmented renal clearance,909
auricular point sticking,auricular point sticking,910
auricularia auricula-judae,auricularia auricula-judae,911
aurora kinase inhibitor,aurora kinase inhibitor,912
ausdiab,ausdiab,913
australasia,australasia,914
australia,australia,915
authoritative feeding,authoritative feeding,916
authority,authority,917
autism,autism,918
autism spectrum disorder,autism spectrum disorder,919
asd,autism spectrum disorder,919
autoantibodies,autoantibodies,920
autoimmune,autoimmune,921
autoimmune diabetes,autoimmune diabetes,922
autoimmune disease,autoimmune disease,923
autoimmunity,autoimmunity,924
automated,automated,925
automatic chest compressions,automatic chest compressions,926
automatic nervous system,automatic nervous system,927
autonomic,autonomic,928
autonomic balance,autonomic balance,929
autonomic dysfunction,autonomic dysfunction,930
autonomic dysregulation,autonomic dysregulation,931
autonomic function,autonomic function,932
autonomic imbalance,autonomic imbalance,933
autonomic modulation,autonomic modulation,934
autonomic nervous system,autonomic nervous system,935
autonomic reflexes,autonomic reflexes,936
autonomous motivation,autonomous motivation,937
autonomy,autonomy,938
autonomy support,autonomy support,939
autophagy,autophagy,940
autopsy,autopsy,941
autoradiography,autoradiography,942
autosomal recessive inheritance,autosomal recessive inheritance,943
auxology,auxology,944
availability,availability,945
avatar,avatar,946
avon longitudinal study of parents and children,avon longitudinal study of parents and children,947
awake intubation,awake intubation,948
awareness,awareness,949
awl,awl,950
azide-alkyne click chemistry,azide-alkyne click chemistry,951
azido-fatty acid,azido-fatty acid,952
b vitamins,b vitamins,953
b-vitamins,b vitamins,953
b6cg-lepob,b6cg-lepob,954
b6v-lepob,b6v-lepob,955
baboon,baboon,956
baby boomers,baby boomers,957
bacillus subtilis,bacillus subtilis,958
back pain,back pain,959
bacteria,bacteria,960
bacterial overgrowth,bacterial overgrowth,961
bacterial translocation,bacterial translocation,962
bacteroides,bacteroides,963
bacteroidetes,bacteroidetes,964
bad science,bad science,965
badge,badge,966
bagua,bagua,967
bahrain,bahrain,968
bakery products,bakery product,969
balance,balance,970
balanced diet,balanced diet,971
balearic islands,balearic island,972
balloon,balloon,973
balloon dilation,balloon dilation,974
baltimore city,baltimore city,975
band,band,976
band erosion,band erosion,977
band failure,band failure,978
band migration,band migration,979
band removal,band removal,980
band slippage,band slippage,981
banded gastric bypass,banded gastric bypass,982
banding,banding,983
bangladesh,bangladesh,984
bardet-biedl syndrome,bardet-biedl syndrome,985
bardoxolone methyl,bardoxolone methyl,986
bariatric,bariatric,987
bariatric analysis and reporting outcome system,bariatric analysis and reporting outcome system,988
bariatric analysis and reporting result system,bariatric analysis and reporting outcome system,988
bariatric endoscopy,bariatric endoscopy,989
bariatric metabolic surgery,bariatric metabolic surgery,990
bariatric patients,bariatric patients,991
bariatric psychology,bariatric psychology,992
bariatric surgery,bariatric surgery,993
bariatricsurgery,bariatric surgery,993
bariatric surgery candidates,bariatric surgery candidates,994
bariatric surgery complications,bariatric surgery complications,995
bariatrics,bariatrics,996
barker hypothesis,barker hypothesis,997
barley,barley,998
barley-glucans,barley-glucans,999
baroreceptor,baroreceptor,1000
baroreflex,baroreflex,1001
baroreflex sensitivity,baroreflex sensitivity,1002
baros,baros,1003
barratt impulsiveness scale,barratt impulsiveness scale,1004
barrett esophagus,barrett esophagus,1005
barrett oesophagus,barrett oesophagus,1006
barrier,barrier,1007
barriers,barrier,1007
barriers to healthcare,barriers to healthcare,1008
barriers to healthy eating,barriers to healthy eating,1009
basal energy expenditure,basal energy expenditure,1010
basal ganglia,basal ganglia,1011
basal impedance,basal impedance,1012
basal insulin,basal insulin,1013
basal metabolic rate,basal metabolic rate,1014
baseball,baseball,1015
baseline bmi,baseline bmi,1016
basic protocol,basic protocol,1017
basketball,basketball,1018
bat,bat,1019
bayesian,bayesian,1020
bayesian analysis,bayesian analysis,1021
bayesian networks,bayesian networks,1022
bcaa,bcaa,1023
bcatm,bcatm,1024
bcl-2,bcl-2,1025
beans,beans,1026
beauty,beauty,1027
beauty ideal internalization,beauty ideal internalization,1028
beck depression inventory,beck depression inventory,1029
bdi,beck depression inventory,1029
bed,bed,1030
bed-making tasks,bed-making tasks,1031
beef,beef,1032
behavior,behavior,1033
behavior change,behavior change,1034
behavior change techniques,behavior change techniques,1035
behavior mapping,behavior mapping,1036
behavior modification,behavior modification,1037
behavior theories,behavior theories,1038
behavior therapy,behavior therapy,1039
behavioral,behavioral,1040
behavioral activation,behavioral activation,1041
behavioral approaches,behavioral approaches,1042
behavioural change,behavioral change,1043
behavioral comorbidities,behavioral comorbidities,1044
behavioral concordance,behavioral concordance,1045
behavioural determinants,behavioral determinants,1046
behavioural economics,behavioral economics,1047
behavioral economics,behavioral economics,1047
behavioral health,behavioral health,1048
behavioral immune system,behavioral immune system,1049
