S,D,art_year,art_id
robin sequence,stickler syndrome,1986,100312
coinfinf response,sleepinduced apnea,1986,100351
benzodiazepine tranquillizers,insomnia,1986,98994
cardiopneumogram,sudden infant death syndrome,1986,100342
continuity theory,sleep apnea,1986,99670
sleep states,sudden infant death syndrome,1986,100342
hypoglossal nerve,phrenic nerve,1986,98981
crouzon syndrome,stickler syndrome,1986,100312
no difference in abnormal pneumograms,siblings of sids victims,1986,98988
acute illness related,naloxone,1986,98978
 infants,apnea of infancy,1986,98988
airway,computer graphics,1986,100325
 infants,no difference in abnormal pneumograms,1986,98988
dendritic spine,sudden infant death syndrome,1986,98986
in hospital versus at home recordings,pneumogram recordings,1986,98988
continuity theory,sleep,1986,99000
palate,pharynx,1986,100312
opioid analgesics,opioids,1986,98990
computer graphics,computerized tomography,1986,100325
sids,sleep apnoea syndrome,1986,100211
insomnia,sleeping brain,1986,98994
opioid,opioid analgesics,1986,98990
gaba,hypoglossal nerve,1986,99001
endoscopy,robin sequence,1986,100312
normal sleep,sleeping brain,1986,98994
control of ventilation,sleep apnoea,1986,100248
apnea of infancy,no difference in abnormal pneumograms,1986,98988
hypoglossal nerve,naloxone,1986,98981
normal infants,sleep,1986,99002
apnea,sudden infant death syndrome,1986,99002
apnoea,sleep,1986,100216
control of breathing,phrenic nerve,1986,98981
anaesthetic techniques epidural,complications sleep apnoea syndrome,1986,100249
craniovertebral anomalies,sleepinduced apnea,1986,100351
sleep,sleep apnea,1986,99000
naloxone,sids,1986,100211
sleep apnea,tongue,1986,100291
obstructive apnea,pharynx,1986,100312
sleep apnea,sleep deprivation,1986,99670
control of breathing,opiates,1986,98981
continuity theory,sleep disruption,1986,99000
canonical correlation,sleep apnea,1986,100291
central,hypoventilationprimary,1986,98978
palate,stickler syndrome,1986,100312
analgesics,opioid analgesics,1986,98990
cervical spine disease,craniovertebral anomalies,1986,100351
in hospital versus at home recordings,overnight,1986,98988
autonomic dysfunction,cervical spine disease,1986,100351
of prematurity,overnight,1986,98988
co response,sleep apnoea,1986,100248
breathing,sleep apnea,1986,100305
opiates,phrenic nerve,1986,98981
naloxone,phrenic nerve,1986,98981
gastrooesophageal reflux,ph monitoring,1986,100215
naloxone,opiates,1986,98981
airway,tongue,1986,100325
acute illness related,respiratory stimuli,1986,98978
craniofacial anomalies,crouzon syndrome,1986,100312
restoration,sleep disruption,1986,99000
restoration,sleep apnea,1986,99000
restoration,sleep disruption,1986,99670
in hospital versus at home recordings,of prematurity,1986,98988
periodic breathing,sleep,1986,99002
airway,cephalometric,1986,100291
central chemoreceptors,gaba,1986,99001
crouzon syndrome,palate,1986,100312
pharynx,stickler syndrome,1986,100312
naloxone,sleep apnoea syndrome,1986,100211
 infants,overnight,1986,98988
regulation of respiration,sleep apnoea syndrome,1986,100211
continuity theory,restoration,1986,99670
autonomic dysfunction,craniovertebral anomalies,1986,100351
central,respiratory stimuli,1986,98978
coinfinf response,craniovertebral anomalies,1986,100351
breathing,computer analysis,1986,100305
control of ventilation,sids,1986,100248
craniofacial anomalies,stickler syndrome,1986,100312
analgesics morphine,complications sleep apnoea syndrome,1986,100249
obstructive apnea,treacher collins syndrome,1986,100312
craniofacial anomalies,robin sequence,1986,100312
polysomnogram,sleep states,1986,100342
computer graphics,tongue,1986,100325
craniofacial anomalies,palate,1986,100312
cervical spine disease,sleepinduced apnea,1986,100351
central chemoreceptors,phrenic nerve,1986,99001
acute illness related,hypoventilationprimary,1986,98978
morphine,phrenic nerve,1986,98981
sleep apnea,sleep disruption,1986,99670
endorphines,sids,1986,100211
co response,control of ventilation,1986,100248
restoration,sleep,1986,99670
restoration,sleep,1986,99000
cardiopneumogram,sleep apnea,1986,100342
control of breathing,hypoglossal nerve,1986,98981
sleep,sleep disruption,1986,99670
apnea of infancy,pneumogram recordings,1986,98988
canonical correlation,tongue,1986,100291
sleep,sleep apnea,1986,99670
no difference in abnormal pneumograms,of prematurity,1986,98988
autonomic dysfunction,sleepinduced apnea,1986,100351
endoscopy,pharynx,1986,100312
airway,canonical correlation,1986,100291
hypoventilationprimary,naloxone,1986,98978
co response,sids,1986,100248
sleep apnea,tongue,1986,100325
airway,tongue,1986,100291
crouzon syndrome,obstructive apnea,1986,100312
anaesthetic techniques epidural,analgesics morphine,1986,100249
apnea of infancy,in hospital versus at home recordings,1986,98988
dendritic spine,respiratory center,1986,98986
autonomic dysfunction,coinfinf response,1986,100351
opioid,opioids,1986,98990
central,endorphin levels,1986,98978
overnight,siblings of sids victims,1986,98988
cephalometric,sleep apnea,1986,100291
crouzon syndrome,pharynx,1986,100312
sleep apnea,sleep deprivation,1986,99000
apnea,sleep,1986,99002
sids,sleep apnoea,1986,100248
cervical spine disease,coinfinf response,1986,100351
sleep apnea,sleep pattern,1986,100330
endorphin levels,respiratory stimuli,1986,98978
sleep deprivation,sleep disruption,1986,99000
apnea,normal infants,1986,99002
hypoglossal nerve,morphine,1986,98981
acute illness related,endorphin levels,1986,98978
polysomnogram,sudden infant death syndrome,1986,100342
 infants,of prematurity,1986,98988
airway,sleep apnea,1986,100325
endoscopy,treacher collins syndrome,1986,100312
continuity theory,sleep deprivation,1986,99670
 infants,pneumogram recordings,1986,98988
restoration,sleep apnea,1986,99670
pharynx,robin sequence,1986,100312
continuous positive airway pressure,sleep pattern,1986,100330
endorphines,sleep apnoea syndrome,1986,100211
sleep,sleep deprivation,1986,99670
computer analysis,sleep apnea,1986,100305
hypoventilationprimary,respiratory stimuli,1986,98978
craniofacial anomalies,endoscopy,1986,100312
analgesics,opioids,1986,98990
sleep,sleep deprivation,1986,99000
apnea of infancy,overnight,1986,98988
computer graphics,sleep apnea,1986,100325
robin sequence,treacher collins syndrome,1986,100312
craniofacial anomalies,obstructive apnea,1986,100312
pneumogram recordings,siblings of sids victims,1986,98988
 infants,siblings of sids victims,1986,98988
continuous positive airway pressure,sleep apnea,1986,100330
sleep deprivation,sleep disruption,1986,99670
polysomnogram,sleep apnea,1986,100342
central,naloxone,1986,98978
palate,robin sequence,1986,100312
apnoea,monitoring,1986,100216
gaba,phrenic nerve,1986,99001
restoration,sleep deprivation,1986,99670
morphine,naloxone,1986,98981
sleep,sudden infant death syndrome,1986,99002
of prematurity,siblings of sids victims,1986,98988
overnight,pneumogram recordings,1986,98988
kinesiography,sleep apnea,1986,100305
crouzon syndrome,treacher collins syndrome,1986,100312
nasal cycle,posture,1986,98995
regulation of respiration,sids,1986,100211
chronic respiratory disorders,ph monitoring,1986,100215
endorphines,regulation of respiration,1986,100211
pulmonary hypertension,sleep apnea,1986,100257
continuity theory,sleep disruption,1986,99670
airway,computerized tomography,1986,100325
neonates,therapeutic drug monitoring,1987,125267
mororeflex,schlafapnoesyndrom,1987,97633
pickwickian syndrome,schistozomiasis,1987,97629
hirnstamm,maturation,1987,100141
amino acids,increased homovanillic acid,1987,100124
rosacea,seborrheic dermatitis,1987,97629
infants,therapeutic drug monitoring,1987,97632
infants,theophylline,1987,125267
hirnstamm,sleep apnea syndrome,1987,100141
cheynestokes,seborrheic dermatitis,1987,97629
diaphragm pacing,ondine curse,1987,100128
moro reflex,pltzlicher suglingstod,1987,97633
atemregulation,sudden infant death sydrome,1987,100141
enzyme multipled immunoassay technique,high performance liquid chromatography,1987,97632
schlafapnoesyndrom,sudden infant death sydrome,1987,97633
sleep apnea syndrome,sudden infant death sydrome,1987,97633
caffeine,neonates,1987,97632
caffeine,infants,1987,97632
atrioventricular conduction disturbances,sleep apnea,1987,98959
acne,allergy,1987,100118
carbon dioxide response,ventilation apnoea,1987,98968
obesity,pickwickian syndrome,1987,99658
carbon dioxide response,chemoreceptors,1987,98968
maturation,schlafapnoesyndrom,1987,100141
hirnstamm,schlafapnoesyndrom,1987,100141
pltzlicher suglingstod,schlafapnoesyndrom,1987,100141
entwicklung,sleep apnea syndrome,1987,100141
maturation,mororeflex,1987,100141
asthma,seborrheic dermatitis,1987,100118
allergy,cheynestokes,1987,100118
enzyme multipled immunoassay technique,infants,1987,125267
caffeine,neonates,1987,100130
adenotonsillar hypertrophy,bony nasopharynx,1987,98963
neurocristopathy,total colonic aganglionosis,1987,100119
acne,seborrheic dermatitis,1987,97629
atemregulation,mororeflex,1987,97633
infants,neonates,1987,100130
atemregulation,pltzlicher suglingstod,1987,100141
morbid obesity,pickwickian syndrome,1987,100125
enzyme multipled immunoassay technique,neonates,1987,100130
caffeine,high performance liquid chromatography,1987,100130
apnea,neonates,1987,97632
entwicklung,maturation,1987,97633
caffeine,theophylline,1987,97632
acne,rosacea,1987,100118
apnea,theophylline,1987,100130
schlafapnoesyndrom,sleep apnea syndrome,1987,100141
atrioventricular conduction disturbances,central apnea,1987,98959
sleep apnea,upper gastrointestinal bleeding,1987,98960
pltzlicher suglingstod,sleep apnea syndrome,1987,97633
apnea,infants,1987,97632
apnea,therapeutic drug monitoring,1987,125267
organic solvent exposure,sleep apnoea,1987,98906
apnea,high performance liquid chromatography,1987,100130
maturation,pltzlicher suglingstod,1987,100141
atemregulation,entwicklung,1987,100141
hirnstamm,mororeflex,1987,100141
rosacea,sids,1987,97629
pickwickian syndrome,sids,1987,100118
rosacea,seborrheic dermatitis,1987,100118
hypoventilation,pickwickian syndrome,1987,99658
hirnstamm,sleep apnea syndrome,1987,97633
pickwickian syndrome,seborrheic dermatitis,1987,97629
infants,neonates,1987,125267
laryngeal neurofibroma,laryngeal tumor,1987,100131
rosacea,sids,1987,100118
allergy,rosacea,1987,97629
apnea,enzyme multipled immunoassay technique,1987,97632
acne,schistozomiasis,1987,100118
cheynestokes,seborrheic dermatitis,1987,100118
brainstem,moro reflex,1987,100141
pickwickian syndrome,schistozomiasis,1987,100118
pickwickian syndrome,rosacea,1987,100118
hirnstamm,pltzlicher suglingstod,1987,100141
apnea,infants,1987,125267
adenotonsillar hypertrophy,obstructive sleep apnea,1987,98977
atemregulation,schlafapnoesyndrom,1987,100141
acne,sids,1987,100118
caffeine,neonates,1987,125267
brainstem,mororeflex,1987,100141
entwicklung,sudden infant death sydrome,1987,100141
rosacea,schistozomiasis,1987,100118
brainstem,maturation,1987,100141
bony nasopharynx,child,1987,98963
entwicklung,mororeflex,1987,97633
infants,theophylline,1987,97632
laryngeal neurofibroma,von recklinghausen disease,1987,100131
allergy,seborrheic dermatitis,1987,97629
apnea,neonates,1987,100130
morbid obesity,sleep apnea,1987,100125
brainstem,respiratory control,1987,97633
high performance liquid chromatography,therapeutic drug monitoring,1987,125267
rosacea,sleep apnea syndrome,1987,97629
asthma,cheynestokes,1987,100118
entwicklung,sleep apnea syndrome,1987,97633
caffeine,therapeutic drug monitoring,1987,97632
acne,sids,1987,97629
neonates,theophylline,1987,97632
hirnstamm,respiratory control,1987,97633
hypoventilation,obesity,1987,99658
atrioventricular conduction disturbances,sinoatrial block,1987,98959
allergy,rosacea,1987,100118
enzyme multipled immunoassay technique,neonates,1987,97632
enzyme multipled immunoassay technique,therapeutic drug monitoring,1987,125267
adenotonsillar hypertrophy,child,1987,98963
moro reflex,respiratory control,1987,100141
child,sleep apnea,1987,98963
moro reflex,sleep apnea syndrome,1987,100141
grading system for sleep apneas,ventricular arrhythmias,1987,98959
caffeine,theophylline,1987,125267
receptors,ventilation apnoea,1987,98968
moro reflex,sleep apnea syndrome,1987,97633
cheynestokes,sids,1987,97629
enzyme multipled immunoassay technique,infants,1987,100130
congenital central alveolar hypoventilation,ondine curse,1987,100128
respiratory control,schlafapnoesyndrom,1987,100141
mororeflex,sudden infant death sydrome,1987,100141
brainstem,entwicklung,1987,97633
sinoatrial block,sleep apnea,1987,98959
apnea,caffeine,1987,125267
sleep apnea,ventricular arrhythmias,1987,98959
neonates,therapeutic drug monitoring,1987,97632
allergy,schistozomiasis,1987,100118
atemregulation,entwicklung,1987,97633
entwicklung,respiratory control,1987,97633
pickwickian syndrome,rosacea,1987,97629
acne,sleep apnea syndrome,1987,97629
acne,schistozomiasis,1987,97629
caffeine,therapeutic drug monitoring,1987,125267
maturation,sudden infant death sydrome,1987,97633
high performance liquid chromatography,neonates,1987,125267
seborrheic dermatitis,sleep apnea syndrome,1987,100118
atemregulation,hirnstamm,1987,100141
schistozomiasis,seborrheic dermatitis,1987,97629
arousal threshold,sleep fragmentation,1987,100143
pltzlicher suglingstod,sleep apnea syndrome,1987,100141
neonates,therapeutic drug monitoring,1987,100130
malloryweiss syndrome,sleep apnea,1987,98960
asthma,schistozomiasis,1987,100118
hypoventilation,sleep apnea,1987,100125
hirnstamm,pltzlicher suglingstod,1987,97633
pltzlicher suglingstod,schlafapnoesyndrom,1987,97633
allergy,schistozomiasis,1987,97629
pltzlicher suglingstod,respiratory control,1987,100141
hirnstamm,sudden infant death sydrome,1987,100141
brainstem,schlafapnoesyndrom,1987,97633
respiratory control,schlafapnoesyndrom,1987,97633
allergy,sleep apnea syndrome,1987,100118
schistozomiasis,seborrheic dermatitis,1987,100118
allergy,sleep apnea syndrome,1987,97629
cheynestokes respiration,sinoatrial block,1987,98959
von recklinghausen disease,xanthogranuloma,1987,100131
moro reflex,respiratory control,1987,97633
hypoventilation,morbid obesity,1987,100125
brainstem,entwicklung,1987,100141
theophylline,therapeutic drug monitoring,1987,125267
child,static charge sensitive bed method,1987,98963
moro reflex,mororeflex,1987,97633
moro reflex,sudden infant death sydrome,1987,100141
entwicklung,hirnstamm,1987,97633
hirnstamm,mororeflex,1987,97633
apnea syndrome,cpap,1987,98908
brainstem,maturation,1987,97633
chemoreceptors,ventilation apnoea,1987,98968
cpap,sleep,1987,98908
hirnstamm,respiratory control,1987,100141
brainstem,sudden infant death sydrome,1987,97633
apnea,enzyme multipled immunoassay technique,1987,100130
mororeflex,respiratory control,1987,97633
moro reflex,sudden infant death sydrome,1987,97633
acne,cheynestokes,1987,97629
organic solvent exposure,polysomnography,1987,98906
apnea,therapeutic drug monitoring,1987,97632
laryngeal tumor,xanthogranuloma,1987,100131
apnes du sommeil,hypothyrodie,1987,98922
hirnstamm,moro reflex,1987,100141
sleep apnea,static charge sensitive bed method,1987,98963
moro reflex,pltzlicher suglingstod,1987,100141
pltzlicher suglingstod,sudden infant death sydrome,1987,97633
amino acids,csf monoamine metabolites,1987,100124
asthma,sids,1987,100118
laryngeal neurofibroma,plexiform neurofibroma,1987,100131
